Datetime (UTC),Country,Zone name,Zone id,Carbon intensity gCO₂eq/kWh (direct),Carbon intensity gCO₂eq/kWh (Life cycle),Carbon-free energy percentage (CFE%),Renewable energy percentage (RE%),Data source,Data estimated,Data estimation method
2024-08-05 14:00:00,USA,USA,US,371.19,445.67,34.85,18.19,,false,
2024-08-05 15:00:00,USA,USA,US,371.14,445.63,35.14,19.43,,false,
2024-08-05 16:00:00,USA,USA,US,371.02,445.58,35.2,20.23,,false,
2024-08-05 17:00:00,USA,USA,US,373.7,448.68,34.72,20.39,,false,
2024-08-05 18:00:00,USA,USA,US,376.05,451.14,34.47,20.58,,false,
2024-08-05 19:00:00,USA,USA,US,377.42,452.75,34.21,20.65,,false,
2024-08-05 20:00:00,USA,USA,US,378.0,453.5,34.07,20.77,,false,
2024-08-05 21:00:00,USA,USA,US,380.52,456.5,33.49,20.32,,false,
2024-08-05 22:00:00,USA,USA,US,383.23,459.63,32.96,19.8,,false,
2024-08-05 23:00:00,USA,USA,US,388.43,465.43,32.07,18.7,,false,
2024-08-06 00:00:00,USA,USA,US,394.67,472.25,31.0,17.26,,false,
2024-08-06 01:00:00,USA,USA,US,398.09,475.48,30.44,16.24,,false,
2024-08-06 02:00:00,USA,USA,US,391.75,467.35,31.72,16.81,,false,
2024-08-06 03:00:00,USA,USA,US,383.24,457.26,33.18,17.38,,false,
2024-08-06 04:00:00,USA,USA,US,373.71,446.02,34.55,17.85,,false,
2024-08-06 05:00:00,USA,USA,US,367.53,439.66,35.2,17.63,,false,
2024-08-06 06:00:00,USA,USA,US,360.08,431.94,36.0,17.53,,false,
2024-08-06 07:00:00,USA,USA,US,355.05,426.82,36.55,17.32,,false,
2024-08-06 08:00:00,USA,USA,US,355.21,427.2,36.36,16.68,,false,
2024-08-06 09:00:00,USA,USA,US,358.72,431.51,35.58,15.87,,false,
2024-08-06 10:00:00,USA,USA,US,363.98,437.54,34.73,15.34,,false,
2024-08-06 11:00:00,USA,USA,US,369.46,443.83,33.91,14.98,,false,
2024-08-06 12:00:00,USA,USA,US,369.12,443.23,34.34,15.95,,false,
2024-08-06 13:00:00,USA,USA,US,363.75,437.05,35.61,17.96,,false,
2024-08-06 14:00:00,USA,USA,US,360.97,433.99,36.41,19.72,,false,
2024-08-06 15:00:00,USA,USA,US,360.83,434.18,36.44,20.56,,false,
2024-08-06 16:00:00,USA,USA,US,365.85,439.81,35.74,20.54,,false,
2024-08-06 17:00:00,USA,USA,US,371.42,445.56,35.12,20.47,,false,
2024-08-06 18:00:00,USA,USA,US,373.8,448.36,34.67,20.43,,false,
2024-08-06 19:00:00,USA,USA,US,372.57,447.01,34.79,20.78,,false,
2024-08-06 20:00:00,USA,USA,US,371.64,445.99,34.9,21.02,,false,
2024-08-06 21:00:00,USA,USA,US,371.55,445.83,34.88,21.06,,false,
2024-08-06 22:00:00,USA,USA,US,373.36,447.88,34.48,20.63,,false,
2024-08-06 23:00:00,USA,USA,US,381.31,456.98,32.95,18.89,,false,
2024-08-07 00:00:00,USA,USA,US,391.4,468.07,31.23,16.82,,false,
2024-08-07 01:00:00,USA,USA,US,397.83,474.47,30.25,15.4,,false,
2024-08-07 02:00:00,USA,USA,US,,,,,,,
2024-08-07 03:00:00,USA,USA,US,,,,,,,
2024-08-07 04:00:00,USA,USA,US,,,,,,,
2024-08-07 05:00:00,USA,USA,US,,,,,,,
2024-08-07 06:00:00,USA,USA,US,,,,,,,
2024-08-07 07:00:00,USA,USA,US,,,,,,,
2024-08-07 08:00:00,USA,USA,US,,,,,,,
2024-08-07 09:00:00,USA,USA,US,,,,,,,
2024-08-07 10:00:00,USA,USA,US,376.21,450.24,33.45,13.24,,false,
2024-08-07 11:00:00,USA,USA,US,381.66,456.79,32.41,12.76,,false,
2024-08-07 12:00:00,USA,USA,US,377.3,451.72,33.36,14.25,,false,
2024-08-07 13:00:00,USA,USA,US,367.8,441.18,35.08,16.73,,false,
2024-08-07 14:00:00,USA,USA,US,363.89,436.58,36.13,18.54,,false,
2024-08-07 15:00:00,USA,USA,US,364.45,436.89,36.35,19.66,,false,
2024-08-07 16:00:00,USA,USA,US,368.39,441.04,36.04,20.08,,false,
2024-08-07 17:00:00,USA,USA,US,371.75,444.89,35.48,20.13,,false,
2024-08-07 18:00:00,USA,USA,US,375.79,449.14,35.08,20.19,,false,
2024-08-07 19:00:00,USA,USA,US,376.82,450.12,35.07,20.49,,false,
2024-08-07 20:00:00,USA,USA,US,377.72,450.97,35.09,20.76,,false,
2024-08-07 21:00:00,USA,USA,US,378.58,451.94,35.02,20.85,,false,
2024-08-07 22:00:00,USA,USA,US,378.95,452.54,34.75,20.58,,false,
2024-08-07 23:00:00,USA,USA,US,382.53,456.86,33.88,19.51,,false,
2024-08-08 00:00:00,USA,USA,US,391.67,467.41,32.09,17.41,,false,
2024-08-08 01:00:00,USA,USA,US,395.57,471.51,31.26,16.19,,false,
2024-08-08 02:00:00,USA,USA,US,389.77,463.87,32.35,16.62,,false,
2024-08-08 03:00:00,USA,USA,US,376.16,448.9,34.13,17.5,,false,
2024-08-08 04:00:00,USA,USA,US,365.51,437.13,35.47,17.95,,false,
2024-08-08 05:00:00,USA,USA,US,363.05,434.62,35.65,17.2,,false,
2024-08-08 06:00:00,USA,USA,US,360.4,432.24,35.84,16.6,,false,
2024-08-08 07:00:00,USA,USA,US,357.18,428.57,36.46,16.33,,false,
2024-08-08 08:00:00,USA,USA,US,360.12,432.03,35.95,15.38,,false,
2024-08-08 09:00:00,USA,USA,US,367.21,439.89,34.91,14.33,,false,
2024-08-08 10:00:00,USA,USA,US,373.3,446.68,34.03,13.74,,false,
2024-08-08 11:00:00,USA,USA,US,374.92,448.47,33.9,14.01,,false,
2024-08-08 12:00:00,USA,USA,US,368.91,441.81,34.94,15.59,,false,
2024-08-08 13:00:00,USA,USA,US,359.96,431.76,36.64,18.05,,false,
2024-08-08 14:00:00,USA,USA,US,356.42,427.59,37.66,19.95,,false,
2024-08-08 15:00:00,USA,USA,US,352.97,423.88,38.2,21.37,,false,
2024-08-08 16:00:00,USA,USA,US,353.01,424.25,38.01,21.91,,false,
2024-08-08 17:00:00,USA,USA,US,350.92,421.94,38.36,22.8,,false,
2024-08-08 18:00:00,USA,USA,US,351.06,422.23,38.31,23.21,,false,
2024-08-08 19:00:00,USA,USA,US,347.99,418.67,38.89,24.14,,false,
2024-08-08 20:00:00,USA,USA,US,345.66,416.08,39.24,24.7,,false,
2024-08-08 21:00:00,USA,USA,US,344.25,414.6,39.45,25.05,,false,
2024-08-08 22:00:00,USA,USA,US,345.17,415.77,39.17,24.79,,false,
2024-08-08 23:00:00,USA,USA,US,351.18,422.66,37.98,23.49,,false,
2024-08-09 00:00:00,USA,USA,US,364.53,437.41,35.84,21.06,,false,
2024-08-09 01:00:00,USA,USA,US,372.68,445.89,34.56,19.33,,false,
2024-08-09 02:00:00,USA,USA,US,371.87,443.58,35.01,19.11,,false,
2024-08-09 03:00:00,USA,USA,US,368.02,438.7,35.81,19.07,,false,
2024-08-09 04:00:00,USA,USA,US,362.71,433.01,36.36,18.7,,false,
2024-08-09 05:00:00,USA,USA,US,362.64,433.18,36.32,17.78,,false,
2024-08-09 06:00:00,USA,USA,US,358.16,429.24,36.48,17.13,,false,
2024-08-09 07:00:00,USA,USA,US,354.63,425.66,36.83,16.87,,false,
2024-08-09 08:00:00,USA,USA,US,353.96,425.29,36.68,16.33,,false,
2024-08-09 09:00:00,USA,USA,US,357.66,429.53,36.04,15.61,,false,
2024-08-09 10:00:00,USA,USA,US,365.48,437.97,35.09,14.94,,false,
2024-08-09 11:00:00,USA,USA,US,370.65,443.8,34.35,14.61,,false,
2024-08-09 12:00:00,USA,USA,US,364.94,437.71,35.18,16.04,,false,
2024-08-09 13:00:00,USA,USA,US,354.35,425.9,37.07,18.76,,false,
2024-08-09 14:00:00,USA,USA,US,346.33,417.01,38.64,21.23,,false,
2024-08-09 15:00:00,USA,USA,US,342.8,413.37,39.24,22.66,,false,
2024-08-09 16:00:00,USA,USA,US,340.6,411.03,39.57,23.6,,false,
2024-08-09 17:00:00,USA,USA,US,340.37,410.46,39.82,24.32,,false,
2024-08-09 18:00:00,USA,USA,US,342.85,413.11,39.54,24.39,,false,
2024-08-09 19:00:00,USA,USA,US,343.73,414.0,39.46,24.56,,false,
2024-08-09 20:00:00,USA,USA,US,344.4,414.81,39.26,24.59,,false,
2024-08-09 21:00:00,USA,USA,US,345.41,416.02,39.01,24.48,,false,
2024-08-09 22:00:00,USA,USA,US,348.56,419.63,38.33,23.74,,false,
2024-08-09 23:00:00,USA,USA,US,355.34,427.39,37.05,22.15,,false,
2024-08-10 00:00:00,USA,USA,US,368.9,442.56,34.84,19.52,,false,
2024-08-10 01:00:00,USA,USA,US,378.38,452.68,33.27,17.44,,false,
2024-08-10 02:00:00,USA,USA,US,381.71,455.36,32.92,16.35,,false,
2024-08-10 03:00:00,USA,USA,US,377.61,450.56,33.59,16.11,,false,
2024-08-10 04:00:00,USA,USA,US,374.34,446.54,34.22,15.76,,false,
2024-08-10 05:00:00,USA,USA,US,370.8,442.98,34.56,15.08,,false,
2024-08-10 06:00:00,USA,USA,US,369.23,442.18,34.35,14.11,,false,
2024-08-10 07:00:00,USA,USA,US,365.11,438.05,34.73,13.7,,false,
2024-08-10 08:00:00,USA,USA,US,361.95,434.81,35.08,13.38,,false,
2024-08-10 09:00:00,USA,USA,US,363.27,436.25,34.9,12.85,,false,
2024-08-10 10:00:00,USA,USA,US,364.54,437.55,34.76,12.65,,false,
2024-08-10 11:00:00,USA,USA,US,366.04,439.01,34.76,12.88,,false,
2024-08-10 12:00:00,USA,USA,US,359.01,430.76,36.35,15.0,,false,
2024-08-10 13:00:00,USA,USA,US,346.35,417.13,38.28,17.92,,false,
2024-08-10 14:00:00,USA,USA,US,335.14,405.02,40.01,20.67,,false,
2024-08-10 15:00:00,USA,USA,US,331.7,400.91,40.78,22.41,,false,
2024-08-10 16:00:00,USA,USA,US,333.12,402.61,40.47,22.92,,false,
2024-08-10 17:00:00,USA,USA,US,335.6,405.48,40.0,23.12,,false,
2024-08-10 18:00:00,USA,USA,US,338.42,408.5,39.68,23.27,,false,
2024-08-10 19:00:00,USA,USA,US,340.61,411.2,39.2,23.19,,false,
2024-08-10 20:00:00,USA,USA,US,343.87,414.79,38.78,23.16,,false,
2024-08-10 21:00:00,USA,USA,US,348.92,420.16,38.17,22.81,,false,
2024-08-10 22:00:00,USA,USA,US,352.87,424.59,37.51,22.18,,false,
2024-08-10 23:00:00,USA,USA,US,361.87,434.62,36.02,20.48,,false,
2024-08-11 00:00:00,USA,USA,US,373.09,446.6,34.34,18.33,,false,
2024-08-11 01:00:00,USA,USA,US,377.61,451.17,33.51,16.93,,false,
2024-08-11 02:00:00,USA,USA,US,376.73,449.28,33.72,16.46,,false,
2024-08-11 03:00:00,USA,USA,US,369.64,440.86,35.06,16.78,,false,
2024-08-11 04:00:00,USA,USA,US,360.09,430.66,36.44,17.18,,false,
2024-08-11 05:00:00,USA,USA,US,354.6,424.67,37.22,17.03,,false,
2024-08-11 06:00:00,USA,USA,US,347.72,417.76,37.94,16.88,,false,
2024-08-11 07:00:00,USA,USA,US,343.44,412.81,38.79,16.92,,false,
2024-08-11 08:00:00,USA,USA,US,341.37,410.07,39.37,16.87,,false,
2024-08-11 09:00:00,USA,USA,US,341.58,410.09,39.45,16.53,,false,
2024-08-11 10:00:00,USA,USA,US,343.94,412.83,39.05,15.91,,false,
2024-08-11 11:00:00,USA,USA,US,343.03,411.92,39.19,16.09,,false,
2024-08-11 12:00:00,USA,USA,US,331.86,399.48,41.17,18.65,,false,
2024-08-11 13:00:00,USA,USA,US,319.89,386.08,43.39,21.98,,false,
2024-08-11 14:00:00,USA,USA,US,312.07,377.46,44.72,24.49,,false,
2024-08-11 15:00:00,USA,USA,US,310.38,376.16,44.66,25.51,,false,
2024-08-11 16:00:00,USA,USA,US,312.25,378.97,43.97,25.82,,false,
2024-08-11 17:00:00,USA,USA,US,320.82,388.87,42.43,25.04,,false,
2024-08-11 18:00:00,USA,USA,US,325.59,394.24,41.64,24.85,,false,
2024-08-11 19:00:00,USA,USA,US,329.26,398.42,41.05,24.69,,false,
2024-08-11 20:00:00,USA,USA,US,334.93,404.56,40.32,24.4,,false,
2024-08-11 21:00:00,USA,USA,US,339.66,409.43,39.84,24.25,,false,
2024-08-11 22:00:00,USA,USA,US,344.65,414.63,39.22,23.74,,false,
2024-08-11 23:00:00,USA,USA,US,353.21,424.31,37.75,22.07,,false,
2024-08-12 00:00:00,USA,USA,US,367.99,440.7,35.32,19.27,,false,
2024-08-12 01:00:00,USA,USA,US,378.73,451.6,33.84,17.3,,false,
2024-08-12 02:00:00,USA,USA,US,377.84,449.46,34.23,16.91,,false,
2024-08-12 03:00:00,USA,USA,US,369.46,440.33,35.36,17.04,,false,
2024-08-12 04:00:00,USA,USA,US,359.81,430.28,36.44,17.15,,false,
2024-08-12 05:00:00,USA,USA,US,350.97,421.28,37.45,17.19,,false,
2024-08-12 06:00:00,USA,USA,US,344.22,414.82,37.91,16.86,,false,
2024-08-12 07:00:00,USA,USA,US,342.22,412.07,38.59,16.73,,false,
2024-08-12 08:00:00,USA,USA,US,342.12,412.01,38.57,16.4,,false,
2024-08-12 09:00:00,USA,USA,US,347.83,418.81,37.44,15.42,,false,
2024-08-12 10:00:00,USA,USA,US,355.5,427.55,36.16,14.64,,false,
2024-08-12 11:00:00,USA,USA,US,362.08,434.49,35.51,14.52,,false,
2024-08-12 12:00:00,USA,USA,US,360.71,432.16,36.44,16.15,,false,
2024-08-12 13:00:00,USA,USA,US,349.79,419.67,38.48,19.07,,false,
2024-08-12 14:00:00,USA,USA,US,339.09,408.31,40.02,21.67,,false,
2024-08-12 15:00:00,USA,USA,US,338.17,407.75,40.02,22.61,,false,
2024-08-12 16:00:00,USA,USA,US,346.39,417.06,38.72,22.08,,false,
2024-08-12 17:00:00,USA,USA,US,353.02,424.54,37.67,21.71,,false,
2024-08-12 18:00:00,USA,USA,US,355.0,426.69,37.5,22.07,,false,
2024-08-12 19:00:00,USA,USA,US,354.68,426.21,37.65,22.58,,false,
2024-08-12 20:00:00,USA,USA,US,354.63,426.02,37.71,22.94,,false,
2024-08-12 21:00:00,USA,USA,US,354.17,425.55,37.71,23.15,,false,
2024-08-12 22:00:00,USA,USA,US,354.34,425.8,37.62,23.1,,false,
2024-08-12 23:00:00,USA,USA,US,358.75,430.92,36.66,21.96,,false,
2024-08-13 00:00:00,USA,USA,US,367.61,440.96,34.95,19.86,,false,
2024-08-13 01:00:00,USA,USA,US,374.71,447.97,33.95,18.36,,false,
2024-08-13 02:00:00,USA,USA,US,376.06,448.01,34.13,17.64,,false,
2024-08-13 03:00:00,USA,USA,US,368.71,439.58,35.32,17.78,,false,
2024-08-13 04:00:00,USA,USA,US,361.32,431.73,36.27,17.77,,false,
2024-08-13 05:00:00,USA,USA,US,354.37,425.43,36.64,17.2,,false,
2024-08-13 06:00:00,USA,USA,US,346.94,418.16,37.3,16.91,,false,
2024-08-13 07:00:00,USA,USA,US,346.14,417.31,37.41,16.29,,false,
2024-08-13 08:00:00,USA,USA,US,347.62,418.87,37.27,15.76,,false,
2024-08-13 09:00:00,USA,USA,US,350.78,422.41,36.79,15.35,,false,
2024-08-13 10:00:00,USA,USA,US,357.7,429.88,35.94,14.92,,false,
2024-08-13 11:00:00,USA,USA,US,363.77,436.43,35.28,14.82,,false,
2024-08-13 12:00:00,USA,USA,US,359.01,430.61,36.5,16.65,,false,
2024-08-13 13:00:00,USA,USA,US,347.85,417.85,38.66,19.67,,false,
2024-08-13 14:00:00,USA,USA,US,336.68,405.67,40.57,22.55,,false,
2024-08-13 15:00:00,USA,USA,US,332.47,401.31,41.08,23.92,,false,
2024-08-13 16:00:00,USA,USA,US,339.98,409.83,39.89,23.54,,false,
2024-08-13 17:00:00,USA,USA,US,348.29,418.76,38.8,23.11,,false,
2024-08-13 18:00:00,USA,USA,US,350.0,420.62,38.59,23.37,,false,
2024-08-13 19:00:00,USA,USA,US,349.67,420.14,38.72,23.87,,false,
2024-08-13 20:00:00,USA,USA,US,349.32,420.01,38.58,24.06,,false,
2024-08-13 21:00:00,USA,USA,US,347.85,418.35,38.84,24.52,,false,
2024-08-13 22:00:00,USA,USA,US,350.32,421.16,38.4,24.09,,false,
2024-08-13 23:00:00,USA,USA,US,353.15,424.7,37.55,23.05,,false,
2024-08-14 00:00:00,USA,USA,US,360.96,433.79,35.9,21.07,,false,
2024-08-14 01:00:00,USA,USA,US,372.49,445.84,34.21,18.87,,false,
2024-08-14 02:00:00,USA,USA,US,373.02,445.26,34.34,18.23,,false,
2024-08-14 03:00:00,USA,USA,US,364.64,435.72,35.6,18.44,,false,
2024-08-14 04:00:00,USA,USA,US,355.82,426.09,36.73,18.69,,false,
2024-08-14 05:00:00,USA,USA,US,348.82,419.31,37.33,18.42,,false,
2024-08-14 06:00:00,USA,USA,US,341.97,412.81,37.89,18.18,,false,
2024-08-14 07:00:00,USA,USA,US,336.79,406.46,39.12,18.56,,false,
2024-08-14 08:00:00,USA,USA,US,335.93,405.34,39.35,18.35,,false,
2024-08-14 09:00:00,USA,USA,US,338.5,408.52,38.72,17.64,,false,
2024-08-14 10:00:00,USA,USA,US,344.68,415.74,37.61,16.98,,false,
2024-08-14 11:00:00,USA,USA,US,347.83,419.13,37.29,17.27,,false,
2024-08-14 12:00:00,USA,USA,US,339.25,409.01,39.09,19.61,,false,
2024-08-14 13:00:00,USA,USA,US,324.15,391.87,41.86,23.19,,false,
2024-08-14 14:00:00,USA,USA,US,315.01,381.75,43.57,25.84,,false,
2024-08-14 15:00:00,USA,USA,US,313.53,380.6,43.64,26.82,,false,
2024-08-14 16:00:00,USA,USA,US,321.14,389.59,42.32,26.26,,false,
2024-08-14 17:00:00,USA,USA,US,331.64,401.05,40.93,25.58,,false,
2024-08-14 18:00:00,USA,USA,US,336.29,406.01,40.4,25.57,,false,
2024-08-14 19:00:00,USA,USA,US,338.94,409.07,39.9,25.46,,false,
2024-08-14 20:00:00,USA,USA,US,341.46,412.02,39.4,25.29,,false,
2024-08-14 21:00:00,USA,USA,US,346.23,417.45,38.57,24.66,,false,
2024-08-14 22:00:00,USA,USA,US,350.7,422.56,37.75,23.82,,false,
2024-08-14 23:00:00,USA,USA,US,357.64,430.4,36.49,22.38,,false,
2024-08-15 00:00:00,USA,USA,US,367.21,441.21,34.75,20.24,,false,
2024-08-15 01:00:00,USA,USA,US,372.26,445.95,34.03,19.03,,false,
2024-08-15 02:00:00,USA,USA,US,368.91,440.48,34.94,19.08,,false,
2024-08-15 03:00:00,USA,USA,US,361.93,432.18,36.17,19.24,,false,
2024-08-15 04:00:00,USA,USA,US,353.22,422.63,37.41,19.46,,false,
2024-08-15 05:00:00,USA,USA,US,344.58,414.21,38.1,19.21,,false,
2024-08-15 06:00:00,USA,USA,US,337.98,408.19,38.45,18.59,,false,
2024-08-15 07:00:00,USA,USA,US,333.22,402.77,39.37,18.82,,false,
2024-08-15 08:00:00,USA,USA,US,333.45,402.94,39.42,18.49,,false,
2024-08-15 09:00:00,USA,USA,US,336.25,406.35,38.83,17.93,,false,
2024-08-15 10:00:00,USA,USA,US,343.59,414.85,37.56,17.11,,false,
2024-08-15 11:00:00,USA,USA,US,348.24,420.01,36.96,17.13,,false,
2024-08-15 12:00:00,USA,USA,US,347.31,418.5,37.62,18.36,,false,
2024-08-15 13:00:00,USA,USA,US,340.53,410.48,39.27,20.84,,false,
2024-08-15 14:00:00,USA,USA,US,333.42,402.33,40.86,23.4,,false,
2024-08-15 15:00:00,USA,USA,US,336.33,405.98,40.25,23.64,,false,
2024-08-15 16:00:00,USA,USA,US,346.48,417.36,38.65,22.85,,false,
2024-08-15 17:00:00,USA,USA,US,351.29,422.85,37.86,22.77,,false,
2024-08-15 18:00:00,USA,USA,US,354.12,426.4,37.23,22.7,,false,
2024-08-15 19:00:00,USA,USA,US,355.37,428.18,36.86,22.61,,false,
2024-08-15 20:00:00,USA,USA,US,356.83,430.08,36.54,22.54,,false,
2024-08-15 21:00:00,USA,USA,US,358.91,432.37,36.31,22.44,,false,
2024-08-15 22:00:00,USA,USA,US,363.65,437.59,35.61,21.7,,false,
2024-08-15 23:00:00,USA,USA,US,371.14,445.96,34.35,20.23,,false,
2024-08-16 00:00:00,USA,USA,US,382.78,459.03,32.31,17.86,,false,
2024-08-16 01:00:00,USA,USA,US,393.51,470.19,30.62,15.68,,false,
2024-08-16 02:00:00,USA,USA,US,394.64,469.58,30.92,15.15,,false,
2024-08-16 03:00:00,USA,USA,US,386.09,459.27,32.56,15.8,,false,
2024-08-16 04:00:00,USA,USA,US,375.44,447.66,34.02,16.43,,false,
2024-08-16 05:00:00,USA,USA,US,367.36,440.31,34.42,15.94,,false,
2024-08-16 06:00:00,USA,USA,US,360.53,433.57,35.0,15.69,,false,
2024-08-16 07:00:00,USA,USA,US,356.71,429.15,35.79,15.68,,false,
2024-08-16 08:00:00,USA,USA,US,352.89,425.22,36.23,15.68,,false,
2024-08-16 09:00:00,USA,USA,US,355.25,428.13,35.7,15.06,,false,
2024-08-16 10:00:00,USA,USA,US,360.55,434.32,34.72,14.35,,false,
2024-08-16 11:00:00,USA,USA,US,363.3,437.42,34.43,14.64,,false,
2024-08-16 12:00:00,USA,USA,US,357.62,430.56,35.77,16.52,,false,
2024-08-16 13:00:00,USA,USA,US,348.08,419.26,37.85,19.49,,false,
2024-08-16 14:00:00,USA,USA,US,342.51,412.98,39.09,21.7,,false,
2024-08-16 15:00:00,USA,USA,US,343.91,414.39,39.15,22.71,,false,
2024-08-16 16:00:00,USA,USA,US,352.95,424.33,37.99,22.37,,false,
2024-08-16 17:00:00,USA,USA,US,356.03,427.84,37.54,22.6,,false,
2024-08-16 18:00:00,USA,USA,US,355.76,427.85,37.44,23.01,,false,
2024-08-16 19:00:00,USA,USA,US,357.03,429.36,37.17,23.07,,false,
2024-08-16 20:00:00,USA,USA,US,354.96,427.0,37.64,23.8,,false,
2024-08-16 21:00:00,USA,USA,US,353.21,425.12,37.82,24.07,,false,
2024-08-16 22:00:00,USA,USA,US,355.32,427.71,37.23,23.44,,false,
2024-08-16 23:00:00,USA,USA,US,364.14,437.95,35.44,21.42,,false,
2024-08-17 00:00:00,USA,USA,US,376.83,452.18,33.24,18.8,,false,
2024-08-17 01:00:00,USA,USA,US,383.61,458.77,32.32,17.33,,false,
2024-08-17 02:00:00,USA,USA,US,382.64,456.26,32.85,17.12,,false,
2024-08-17 03:00:00,USA,USA,US,373.85,446.14,34.2,17.46,,false,
2024-08-17 04:00:00,USA,USA,US,365.86,436.94,35.52,17.73,,false,
2024-08-17 05:00:00,USA,USA,US,362.64,433.57,35.95,17.35,,false,
2024-08-17 06:00:00,USA,USA,US,359.44,431.07,35.96,16.47,,false,
2024-08-17 07:00:00,USA,USA,US,358.28,430.01,36.0,15.79,,false,
2024-08-17 08:00:00,USA,USA,US,356.77,428.74,36.01,15.23,,false,
2024-08-17 09:00:00,USA,USA,US,356.29,428.55,35.93,14.78,,false,
2024-08-17 10:00:00,USA,USA,US,356.45,428.78,35.88,14.64,,false,
2024-08-17 11:00:00,USA,USA,US,355.79,428.12,36.01,15.0,,false,
2024-08-17 12:00:00,USA,USA,US,351.17,423.02,36.91,16.53,,false,
2024-08-17 13:00:00,USA,USA,US,346.04,417.33,38.06,18.68,,false,
2024-08-17 14:00:00,USA,USA,US,342.41,412.56,39.4,21.07,,false,
2024-08-17 15:00:00,USA,USA,US,343.06,413.08,39.57,22.33,,false,
2024-08-17 16:00:00,USA,USA,US,349.88,420.74,38.55,22.15,,false,
2024-08-17 17:00:00,USA,USA,US,358.28,429.85,37.53,21.79,,false,
2024-08-17 18:00:00,USA,USA,US,361.63,433.23,37.26,22.03,,false,
2024-08-17 19:00:00,USA,USA,US,362.35,433.9,37.2,22.34,,false,
2024-08-17 20:00:00,USA,USA,US,362.07,433.7,37.1,22.48,,false,
2024-08-17 21:00:00,USA,USA,US,361.07,432.73,37.11,22.57,,false,
2024-08-17 22:00:00,USA,USA,US,365.81,438.07,36.29,21.69,,false,
2024-08-17 23:00:00,USA,USA,US,374.51,447.84,34.79,19.89,,false,
2024-08-18 00:00:00,USA,USA,US,383.11,457.83,33.05,17.77,,false,
2024-08-18 01:00:00,USA,USA,US,385.58,460.09,32.47,16.62,,false,
2024-08-18 02:00:00,USA,USA,US,379.05,451.91,33.47,16.89,,false,
2024-08-18 03:00:00,USA,USA,US,366.85,438.29,35.3,17.78,,false,
2024-08-18 04:00:00,USA,USA,US,356.35,426.65,36.85,18.37,,false,
2024-08-18 05:00:00,USA,USA,US,350.6,421.04,37.35,18.0,,false,
2024-08-18 06:00:00,USA,USA,US,345.91,416.68,37.69,17.61,,false,
2024-08-18 07:00:00,USA,USA,US,341.99,412.2,38.37,17.57,,false,
2024-08-18 08:00:00,USA,USA,US,340.55,410.53,38.72,17.29,,false,
2024-08-18 09:00:00,USA,USA,US,340.61,410.95,38.52,16.78,,false,
2024-08-18 10:00:00,USA,USA,US,343.38,414.09,38.09,16.23,,false,
2024-08-18 11:00:00,USA,USA,US,346.73,417.92,37.59,15.74,,false,
2024-08-18 12:00:00,USA,USA,US,342.11,412.31,38.79,17.53,,false,
2024-08-18 13:00:00,USA,USA,US,336.88,406.36,39.93,19.9,,false,
2024-08-18 14:00:00,USA,USA,US,335.64,405.09,40.4,21.39,,false,
2024-08-18 15:00:00,USA,USA,US,336.33,405.89,40.33,22.39,,false,
2024-08-18 16:00:00,USA,USA,US,345.02,415.25,39.25,22.27,,false,
2024-08-18 17:00:00,USA,USA,US,348.73,419.38,38.71,22.45,,false,
2024-08-18 18:00:00,USA,USA,US,351.41,422.25,38.39,22.72,,false,
2024-08-18 19:00:00,USA,USA,US,351.5,422.3,38.42,23.21,,false,
2024-08-18 20:00:00,USA,USA,US,353.82,424.94,38.07,23.19,,false,
2024-08-18 21:00:00,USA,USA,US,356.26,427.81,37.64,22.94,,false,
2024-08-18 22:00:00,USA,USA,US,363.18,435.42,36.59,21.85,,false,
2024-08-18 23:00:00,USA,USA,US,372.14,445.79,34.85,19.89,,false,
2024-08-19 00:00:00,USA,USA,US,381.35,456.77,32.74,17.43,,false,
2024-08-19 01:00:00,USA,USA,US,387.68,462.85,31.83,16.01,,false,
2024-08-19 02:00:00,USA,USA,US,381.61,454.89,32.96,16.31,,false,
2024-08-19 03:00:00,USA,USA,US,370.47,442.24,34.76,17.03,,false,
2024-08-19 04:00:00,USA,USA,US,360.94,431.95,35.9,17.28,,false,
2024-08-19 05:00:00,USA,USA,US,356.96,428.21,36.26,16.71,,false,
2024-08-19 06:00:00,USA,USA,US,351.12,422.47,36.81,16.33,,false,
2024-08-19 07:00:00,USA,USA,US,350.59,421.91,36.9,15.73,,false,
2024-08-19 08:00:00,USA,USA,US,351.58,423.29,36.61,15.06,,false,
2024-08-19 09:00:00,USA,USA,US,355.17,427.45,35.97,14.44,,false,
2024-08-19 10:00:00,USA,USA,US,362.93,436.15,34.8,13.7,,false,
2024-08-19 11:00:00,USA,USA,US,369.69,443.56,33.93,13.48,,false,
2024-08-19 12:00:00,USA,USA,US,364.74,437.64,35.05,15.24,,false,
2024-08-19 13:00:00,USA,USA,US,350.87,422.18,37.38,18.48,,false,
2024-08-19 14:00:00,USA,USA,US,344.73,415.74,38.49,20.56,,false,
2024-08-19 15:00:00,USA,USA,US,345.23,416.07,38.73,21.73,,false,
2024-08-19 16:00:00,USA,USA,US,349.67,420.84,38.24,21.96,,false,
2024-08-19 17:00:00,USA,USA,US,350.52,422.06,37.93,22.24,,false,
2024-08-19 18:00:00,USA,USA,US,352.29,424.01,37.69,22.46,,false,
